text,intent
@AmazonHelp I ordered kindle which was expected to be delivered on 16th oct. still i haven't got it. order id 171-8953193-9829140 #AmazonIndia,Delivery Date / Shipping
"@AmazonHelp @AmazonHelp @115821 @115850
Do you guys have any shame left, this was supposed to deliverd on 10 October 2017  #FAIL #badservice #Amazon",Delivery Date / Shipping
@AmazonHelp So now what ...You are doing form customer to retain.. First wrond product delivered to me.. WHY,Delivery Date / Shipping
@AmazonHelp @115850 @115851 You are failing miserably to deliver products on time to prime user. My both orders failed to dlvr.,Delivery Date / Shipping
@115850 @AmazonHelp - I've placed the order for one day delivery. It is clearly showing 11 hrs &amp; 8 mins left. But Order confirmation SMS says 2 days. I paid INR100/- extra for it. https://t.co/bjcISqeM46,Delivery Date / Shipping
@AmazonHelp @115850  NO status update no delivery and now customer care says we are no more responsible only social media team  can help.  JOKE JOKE,Delivery Date / Shipping
@AmazonHelp The date was changed at the end of the day it was supposed to be delivered. Now it suggests it's going to take 1-2 days more.,Delivery Date / Shipping
.@AmazonHelp still not a peep from Amazon on my Super Mario Odyssey delivery. Guess I won’t be expecting that “today by 8PM” delivery.,Delivery Date / Shipping
@AmazonHelp Prime’s 2 day shipping apparently means nothing 🙄,Delivery Date / Shipping
@AmazonHelp Not much help from @AmazonHelp either; 7 days and hasn't shipped. Underwhelmed.,Delivery Date / Shipping
@AmazonHelp being a prime member i am enjoying services like poor delivery. Best no on time delivery. Best poor product to name a few.,Delivery Date / Shipping
@AmazonHelp There was no shipment speed just said pre order for release day delivery,Delivery Date / Shipping
"@AmazonHelp Yea it was one day dash button delivery on 19th, due 21st... A massive bumper box of toilet roll being enjoyed by a courier somewhere. #DASH",Delivery Date / Shipping
@AmazonHelp yes second delivery in a row failed to leave my item in the safe place specified so now I will have to wait for something I need today,Delivery Date / Shipping
"@AmazonHelp Hey guys, you've taken money for an Amazon Prime membership which I never signed up for - who can I speak to about this?",Delivery Date / Shipping
Hate it when UPS or USPS drop the ball.  What's the point of Amazon Prime if my order from 22nd November hasn't been delivered yet. @AmazonHelp,Delivery Date / Shipping
@AmazonHelp I snapped a photo of the label of the package that was delivered to our address.,Delivery Date / Shipping
@AmazonHelp Apparently it was left with a neighbour with the other items. How can I check whether the courier still has it? They obviously thought they were in one of the 3 delivered parcels.,Delivery Date / Shipping
@AmazonHelp It says it was delivered yesterday,Delivery Date / Shipping
@AmazonHelp the products in my cart have free shipping. Does this mean there is free shipping to all countries? (That are available for shipping ofc),Delivery Date / Shipping
@AmazonHelp Yes it was expected to be delivered today,Delivery Date / Shipping
@AmazonHelp Another order not delivered on time! YOUR delivery person didn't enter PROVIDED access code &amp; claims couldn't access building!,Delivery Date / Shipping
"@AmazonHelp It says ""Shipped with AMZL US""",Delivery Date / Shipping
"@AmazonHelp why have you changed couriers from DPD to Hermes?, None of my Amazon prime next day delivery purchases have shown up on time recently because of their atrocious reliability.",Delivery Date / Shipping
"@AmazonHelp Thanks, but I needed it today, tomorrow is not really helpful. That's why I ordered with Prime for Sunday delivery. If it doesn't come today as expected can  I cancel the order?",Delivery Date / Shipping
@AmazonHelp China post. Do they send mail via container ship or something?,Delivery Date / Shipping
@AmazonHelp So after another call and being told I would have my delivery guatenteed today I have now had to call up and be told that the tv isn’t coming. Absolute waste!,Delivery Date / Shipping
@AmazonHelp What will happen if it isn't delivered,Delivery Date / Shipping
"@AmazonHelp I have 3 packages, 2 of which has shipped since Nov 12th, and 1 shipped since Nov 16",Delivery Date / Shipping
"@AmazonHelp According to your site, since was ordered before the cut off time should be shipped the next day as an Amazon Prime order. @AmazonHelp",Delivery Date / Shipping
@AmazonHelp It was supposed to be delivered Thursday when I purchased it...,Delivery Date / Shipping
@AmazonHelp They informed me that the shipment wil come by 5th October but there is no delivery and I called them more than 5 times,Delivery Date / Shipping
@AmazonHelp Hi. Amazon.de order #303-8616874-5049134. I selected prime speed shipping for next day shipping; yet it shows arrival date for for wednesday 29/11. What's up with that?,Delivery Date / Shipping
"@AmazonHelp The orginal delivery date was the 2nd, I paid 20 dollars extra to have delivery for that day",Delivery Date / Shipping
@AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence.,Delivery Date / Shipping
@AmazonHelp Y shud I spend 100$ for an electronic item which is ovr a year old ? If Amazon &amp; it's seller cheat their customers by delivering old electronic products then how can I trust you guys anymore ? How can I trust when ur executives had promised dat reverse pickup has been scheduled?,Delivery Date / Shipping
"@AmazonHelp the AMZ carrier system is so inconsistent, there's NO way to plan for delivery. May as well be 3 day shipping, which is not okay",Delivery Date / Shipping
@AmazonHelp amazon prime package was said to be delivered today by 9pm!!! Its almost 12am,Delivery Date / Shipping
@AmazonHelp Agent has told their system said delivered to Locker but collection code has been provided to me or them,Delivery Date / Shipping
"@AmazonHelp Order # 
112-6998188-2369824 Think I pressed some subscribe option. No idea how to turn off. Can you look? don’t want 1 item shipped a week",Delivery Date / Shipping
@AmazonHelp Not going to join another live chat but last night you absolutely guaranteed that this order would be delivered today 205-2406977-2742750,Delivery Date / Shipping
"@AmazonHelp Five days for a package to go 15 miles for Amazon pickup?  Showed as ""ready for pickup"" when promised, but then changed back to ""out for delivery"" so there's no pickup code (if it was delivered). Pretty terrible first experience with pickup!",Delivery Date / Shipping
@AmazonHelp Guaranteed delivery for 11 am on 9th Nov still not here. And your customer service team is clueless even after 5 calls,Delivery Date / Shipping
"@AmazonHelp Delivery not received. We were here at the time. Courier saying it was and apparently we now have no redress! Also, you cannot confirm who signed for it!",Delivery Date / Shipping
@AmazonHelp yup.  Should have been here Friday.  And now not really getting any updates. Bad enough shipping to a PO Box doubles the shipping time but this is insane,Delivery Date / Shipping
@115850 @AmazonHelp @115821 @120169 @133929 every time they give same excuse  that no one was available to accept the parcel..and i belive even today as i am expecting a product delivery..they are going to give same excuse as usual...2/2,Delivery Date / Shipping
@AmazonHelp Parcel not delivered - Customer services won’t take additional notes to help driver. So so angry!!!,Delivery Date / Shipping
"Why am I a prime member, membership includes free 2 day shipping and sent ups 3 day select. Order 10/19,  eta 10/25 @AmazonHelp https://t.co/bGd11xAeq7",Delivery Date / Shipping
@AmazonHelp Didn't think to as I never pay for shipping with Prime and you always send out on time. What is the best way to let you know about these?,Delivery Date / Shipping
@AmazonHelp Tell me where to look on the shipping label and I will. There are no markings that state the obvious,Delivery Date / Shipping
"@AmazonHelp The original expected delivery was friday at 9pm, then changed to Saturday 9pm, sunday 9pm, and now, tonight at 9pm. So, it basically changes the day of the delivery. I am checking my orders everyday.",Delivery Date / Shipping
"@AmazonHelp For customer it doesn't matter if Amazon is delivering from Indian/Global Stores.
Amazon can collect to it's local store and deliver.",Delivery Date / Shipping
@146377 @AmazonHelp So despite telling me it would arrive by Prime on Saturday there was no chance of that happening. They haven't even tried to deliver it!!!,Delivery Date / Shipping
"@AmazonHelp the courier service provider is ARAMEX jaipur. 
they hold the package. please tell them to deliver the package",Delivery Date / Shipping
"@AmazonHelp Done that were of no help. #UselessCheatingApp.
Regret getting prime membership.",Delivery Date / Shipping
@AmazonHelp Reson would be solution or what. Tell me that when will i get my phone,Delivery Date / Shipping
@AmazonHelp Order no. 408-8653798-9822711 Unable to track or call delivery guy. Please tell me where the package is,Delivery Date / Shipping
@AmazonHelp And I've also deleted and re-entered it and it's still not delivering until Monday,Delivery Date / Shipping
@AmazonHelp This is not first time last month also it happnd with other order. Not delivered in time and wastd my time in texting for 12hr to cust care,Delivery Date / Shipping
@AmazonHelp this 1 day free shipping is amazing https://t.co/t6Ma3Erw4k,Delivery Date / Shipping
